"Paper ID","Type","Title","Authors","Year","Date","Venue","Volume","Issue","Pages","DOI","Publisher","Keywords","Abstract"
"P23","Journal Article","TAMO:Fine-Grained Root Cause Analysis via Tool-Assisted LLM Agent With Multi-Modality Observation Data in Cloud-Native Systems","Zhang, Xiao; Wang, Qi; Li, Mingyi; Yuan, Yuan; Xiao, Mengbai; Zhuang, Fuzhen; Yu, Dongxiao","2025","","IEEE Transactions on Services Computing","18","6","4221-4233","10.1109/TSC.2025.3629066","Institute of Electrical and Electronics Engineers Inc.","Root cause analysis; cloud-native systems; diffusion; multimodal data; tool-assisted LLM agent","Implementing large language models (LLMs)-driven root cause analysis (RCA) in cloud-native systems has become a key topic of modern software operations and maintenance. However, existing LLM-based approaches face three key challenges: multi-modality input constraint, context window limitation, and dynamic dependence graph. To address these issues, we propose a tool-assisted LLM agent with multi-modality observation data for fine-grained RCA, namely TAMO, including multi-modality alignment tool, root cause localization tool, and fault types classification tool. In detail, TAMO unifies multi-modal observation data into time-aligned representations for cross-modal feature consistency. Based on the unified representations, TAMO then invokes its specialized root cause localization tool and fault types classification tool for further identifying root cause and fault type underlying system context. This approach overcomes the limitations of LLMs in processing real-time raw observational data and dynamic service dependencies, guiding the model to generate repair strategies that align with system context through structured prompt design. Experiments on two benchmark datasets demonstrate that TAMO outperforms state-of-the-art (SOTA) approaches with comparable performance."
"P24","Generic","AgentAI: A comprehensive survey on autonomous agents in distributed AI for industry 4.0","Piccialli, Francesco; Chiaro, Diletta; Sarwar, Sundas; Cerciello, Donato; Qi, Pian; Mele, Valeria","2025","2025/10//","Expert Systems with Applications","291","","","10.1016/j.eswa.2025.128404","Elsevier Ltd","AgentAI; AgenticAI; Autonomous decision-making; Distributed artificial intelligence; Industry 4.0","AgentAI represents a transformative approach within distributed Artificial Intelligence (AI) in which autonomous agents work either individually or collaboratively in decentralized environments to address challenging problems. AgentAI enhances scalability, robustness, and flexibility by utilizing advanced communication, learning, and decision-making capabilities, making it integral to diverse applications in Industry 4.0. The ability of AI systems to interpret sensory data in open-world environments has seen significant advancements in recent years. This progress emphasizes the need to move beyond reductionist approaches and embrace more embodied and cohesive systems, which integrate foundational models into agent-driven actions. Existing surveys often focus on isolated domains or specific autonomy levels, lacking a cohesive analysis that spans the full spectrum of AgentAI development in Industry 4.0. This survey explicitly fills this gap by introducing a multi-domain taxonomy and by systematically analyzing both non-autonomous and fully autonomous AgentAI systems, offering a comprehensive synthesis not previously available in the literature. Additionally, the paper extends the discussion to Industry 5.0 and 6.0, exploring the evolution of AgentAI from automation to collaboration and, ultimately, to fully autonomous systems. This comprehensive analysis highlights the potential of AgentAI in driving industries toward a more efficient, sustainable, and adaptable future."
"P25","Journal Article","Artificial intelligence driven multi agent framework for adaptive cyber attack simulation and automated incident response in cyber range environments","Agrawal, Alka; Nadeem, Mohd; Al Nuaim, Ahmed; Al Nuaim, Abdullah","2026","2026/12//","Scientific Reports","16","1","","10.1038/s41598-026-45937-9","Nature Research","Cyber security; Cyber-attack simulation; Cyber-range; Incident response; Model validation; Multi-agent systems","Cyber range environments are key platforms for cybersecurity training, research and testing. This can enable the emulation of realistic cyberattacks and incident response scenarios. Most of the traditional approaches to simulation are based on predefined or rule-based models. These approaches do not allow for adaptation and fail to account for the complexity of evolving threats. An artificial Intelligence-Driven Multi-Agent System (MAS) has been proposed in this paper. The framework autonomously simulates sophisticated cyberattacks and coordinates automated incident response within a cyber range. CICIDS2017 and UNSW-NB15 datasets are combined and integrated into a cyber range simulator CyDER 2.0. Reinforcement learning and anomaly detection methods are used to enable attack and defence agents for adaptive behaviours. The MAS architecture implements realistic attack vectors and response strategies. A set of experiments demonstrate that the AI-driven MAS achieves much higher simulation realism and responsiveness than the traditional static systems. This method also has higher detection accuracy with minimal mitigation times. The model undergoes rigorous validation and acceptance testing to assess robustness and generalizability."
"P26","Generic","Surveying Root Cause Analysis Techniques: A Comprehensive Review of Aspects for Multi-Service Applications","Li, Zhijing; Yu, Jianbo; Huang, Zhijun; Huang, Yusheng","2026","","IEEE Transactions on Services Computing","19","1","808-825","10.1109/TSC.2025.3631913","Institute of Electrical and Electronics Engineers Inc.","Root cause analysis; application scenario; evaluation metrics; input data","As the landscape of industry and commerce continues to evolve, it presents increasing challenges for traditional operation and maintenance of services. These challenges arise from the need to adapt to dynamic market conditions, integrate complex systems and technologies, ensure uninterrupted service delivery, manage large volumes of data, and meet ever-growing customer expectations. Identifying the root cause of a failure is a crucial aspect of day-to-day operation and maintenance. With an accurate and prompt diagnosis, it becomes possible to take timely action and address the underlying issue at its core. Research on root cause analysis has been active in recent years, as it is recognized as a potential solution for effectively managing complex system states. This survey delves into the current state of research on root cause analysis, investigates recent research trends, and presents the commonly available public datasets. We organize studies along two orthogonal axes—application scenarios (cloud services, microservices, industrial systems) and input-data types (logs, traces, metrics, reports)—and synthesize algorithmic families, hybrid/LLM approaches, evaluation metrics, datasets, and tooling. To our knowledge, this is the first survey to classify RCA methods by both scenario and input-data perspectives while providing a consolidated inventory of datasets and tools, offering a roadmap for researchers."
"P27","Journal Article","Leveraging multi-agent framework for root cause analysis","Fu, Feng; Ding, Hong; Qin, Yong; Yu, Jian; Xu, Dechao","2026","2026/1//","Complex and Intelligent Systems","12","1","","10.1007/s40747-025-02096-0","Springer International Publishing","Complex systems diagnostics; Large language models; Multi-agent framework; Root cause analysis","RCA is critical for operational stability in complex integrated systems, such as cloud-native platforms and distributed power metering infrastructures. However, achieving automated RCA faces three fundamental challenges: (1) the complex mapping between anomalies and runtime data, (2) the semantic gap between unstructured logs and structured metrics, and (3) combinatorial explosion of causal relationships for inferring the root causes. While LLMs offer potential for automated RCA due to their superior reasoning and knowledge-linking capabilities, their susceptibility to hallucinations constrains practical deployment. Specifically, prevailing single-agent architectures exacerbate error propagation and context-switching failures during multi-step RCA reasoning, leading to incorrect root cause identification. To address these limitations, we propose MA-RCA (multi-agent root cause analysis), a collaborative framework deploying specialized agents for distinct subtasks. Each agent operates within a dedicated domain to minimize context-switching failures. Crucially, to counteract hallucinations and error propagation, MA-RCA introduces two agents: a Retrieval Agent that grounds hypotheses in external domain knowledge (e.g., historical documentation) using retrieval-augmented generation, and a Validation Agent that verifies hypotheses by executing dynamic tests against runtime data. Experimental evaluations on cloud-native platforms (Nezha, 95.2% F1) and distributed power metering infrastructures (82.8% F1) demonstrate the effectiveness of MA-RCA in automating multi-domain RCA, bridging intelligent computing with complex system resilience through agent collaboration."
"P28","Journal Article","A Multi-Agent System for Cybersecurity Threat Detection and Correlation Using Large Language Models","Hmimou, Yasser; Tabaa, Mohamed; Khiat, Azeddine; Hidila, Zineb","2025","","IEEE Access","13","","150199-150215","10.1109/ACCESS.2025.3602681","Institute of Electrical and Electronics Engineers Inc.","IP scanning; LLMs; Multi-agent systems; contextual threat analysis; email phishing detection; log-based anomaly detection; semantic analysis","As cyber-attacks rapidly evolve across communication, infrastructure and data layers, traditional security solutions such as rule-based intrusion detection systems (IDS) or signature-based antivirus programs are effective at detecting known threats, but they often lack the contextual understanding and semantic interpretation necessary to detect complex or evolving attacks. For example, spear-phishing campaigns, advanced persistent threats (APTs), and multi-stage attacks often escape detection due to their subtle and context-dependent nature. This limitation creates a critical gap in detecting coordinated or subtle attack patterns that span multiple systems and domains. The need for semantic understanding, cross-domain visibility, and adaptive detection is increasingly urgent, particularly as threat actors employ polymorphic and AI-driven strategies that traditional systems cannot interpret or correlate effectively. This paper presents a modular multi-agent architecture that integrates established cybersecurity analysis tools with large language models (LLMs) to achieve intelligent, explicable and highly accurate detection of threats across diverse data types. Three specialized agents: 1) email verification, 2) log analysis, and 3) IP address scanning each operate independently with tailored detection pipelines that combine domain-specific tools and LLM-powered semantic analysis components to identify, characterize, and report threats specific to their domain. At the core of the system lies a contextual recommendation system that processes and cross-analyzes the outputs of all specialized agents to detect complex threat patterns such as multi-vector, time-based, or stealth attacks that would otherwise evade isolated detection mechanisms. The evaluation on benchmark datasets, including CIC-IDS 2017, SpamAssassin, and custom simulated network environments, demonstrates threat detection accuracy of 93.6%, multi-agent correlation accuracy of 87%, and false positive reduction of 41.3% compared to traditional approaches. The use of LLMs for both structured explanations and chain-of-thought reporting further enhances analyst confidence and reduces triage time."
"P29","Generic","AIOps for log anomaly detection in the era of LLMs: A systematic literature review","De la Cruz Cabello, Miguel; Sales, Tiago Prince; Machado, Marcos R.","2025","2025/12//","Intelligent Systems with Applications","28","","","10.1016/j.iswa.2025.200608","Elsevier B.V.","AIOps; Large Language Models; Log anomaly detection; Retrieval Augmentation Generation","Modern IT systems generate large volumes of log data that challenge timely and effective anomaly detection. Traditional methods often require intensive feature engineering and struggle to adapt to dynamic operational environments. This Systematic Literature Review (SLR) analyzes how Artificial Intelligence for IT Operations (AIOps) benefits from advanced language models, emphasizing Large Language Models (LLMs) for more effective log anomaly detection. By comparing state-of-art frameworks with LLM-driven methods, this study reveals that prompt engineering – the practice of designing and refining inputs to AI models to produce accurate and useful outputs – and Retrieval Augmented Generation (RAG) boost accuracy and interpretability without extensive fine-tuning. Experimental findings demonstrate that LLM-based approaches significantly outperform traditional methods across evaluation metrics that include F1-score, precision, and recall. Furthermore, the integration of LLMs with RAG techniques has shown a strong adaptability to changing environments. The applicability of these methods also extends to the military industry. Consequently, the development of specialized LLM systems with RAG tailored for the military industry represents a promising research direction to improve operational effectiveness and responsiveness of defense systems."
"P30","Journal Article","Reliability of LLM Inference Engines from a Static Perspective: Root Cause Analysis and Repair Suggestion via Natural Language Reports","Li, Hongwei; Wang, Yongjun","2026","2026/2//","Big Data and Cognitive Computing","10","2","","10.3390/bdcc10020060","Multidisciplinary Digital Publishing Institute (MDPI)","LLM inference engines; automated repair suggestion; root cause analysis; static issue-based diagnosis","Large Language Model (LLM) inference engines are becoming critical system infrastructure, yet their increasing architectural complexity makes defects difficult to be diagnosed and repaired. Existing reliability studies predominantly focus on model behavior or training frameworks, leaving inference engine bugs underexplored, especially in settings where execution-based debugging is impractical. We present a static, issue-centric approach for automated root cause analysis and repair suggestion generation for LLM inference engines. Based solely on issue reports and developer discussions, we construct a real-world defect dataset and annotate each issue with a semantic root cause category and affected system module. Leveraging text-based representations, our framework performs root cause classification and coarse-grained module localization without requiring code execution or specialized runtime environments. We further integrate structured repair patterns with a large language model to generate interpretable and actionable repair suggestions. Experiments on real-world issues concerning vLLMs demonstrate that our approach achieves effective root cause identification and module localization under limited and imbalanced data. A cross-engine evaluation further shows promising generalization to TensorRT-LLM. Human evaluation confirms that the generated repair suggestions are correct, useful, and clearly expressed. Our results indicate that static, issue-level analysis is a viable foundation for scalable debugging assistance in LLM inference engines. This work highlights the feasibility of static, issue-level defect analysis for complex LLM inference engines and explores automated debugging assistance techniques. The dataset and implementation will be publicly released to facilitate future research."
"P31","Journal Article","LEMAD: LLM-Empowered Multi-Agent System for Anomaly Detection in Power Grid Services","Ji, Xin; Zhang, Le; Zhang, Wenya; Peng, Fang; Mao, Yifan; Liao, Xingchuang; Zhang, Kui","2025","2025/8//","Electronics (Switzerland)","14","15","","10.3390/electronics14153008","Multidisciplinary Digital Publishing Institute (MDPI)","AIOps; anomaly detection; intelligent O&M; large language models; multi-agent systems; power grid","With the accelerated digital transformation of the power industry, critical infrastructures such as power grids are increasingly migrating to cloud-native architectures, leading to unprecedented growth in service scale and complexity. Traditional operation and maintenance (O&M) methods struggle to meet the demands for real-time monitoring, accuracy, and scalability in such environments. This paper proposes a novel service performance anomaly detection system based on large language models (LLMs) and multi-agent systems (MAS). By integrating the semantic understanding capabilities of LLMs with the distributed collaboration advantages of MAS, we construct a high-precision and robust anomaly detection framework. The system adopts a hierarchical architecture, where lower-layer agents are responsible for tasks such as log parsing and metric monitoring, while an upper-layer coordinating agent performs multimodal feature fusion and global anomaly decision-making. Additionally, the LLM enhances the semantic analysis and causal reasoning capabilities for logs. Experiments conducted on real-world data from the State Grid Corporation of China, covering 1289 service combinations, demonstrate that our proposed system significantly outperforms traditional methods in terms of the F1-score across four platforms, including customer services and grid resources (achieving up to a 10.3% improvement). Notably, the system excels in composite anomaly detection and root cause analysis. This study provides an industrial-grade, scalable, and interpretable solution for intelligent power grid O&M, offering a valuable reference for the practical implementation of AIOps in critical infrastructures. Evaluated on real-world data from the State Grid Corporation of China (SGCC), our system achieves a maximum F1-score of 88.78%, with a precision of 92.16% and recall of 85.63%, outperforming five baseline methods."
"P32","Journal Article","GALR: Graph-Based Root Cause Localization and LLM-Assisted Recovery for Microservice Systems","Zhang, Wenya; Yang, Zhi; Peng, Fang; Zhang, Le; Chen, Yiting; Chen, Ruibo","2026","2026/1//","Electronics (Switzerland)","15","1","","10.3390/electronics15010243","Multidisciplinary Digital Publishing Institute (MDPI)","graph attention networks; large language models; microservice systems; root cause localization","With the rapid evolution of cloud-native platforms, microservice-based systems have become increasingly large-scale and complex, making fast and accurate root cause localization and recovery a critical challenge. Runtime signals in such systems are inherently multimodal—combining metrics, logs, and traces—and are intertwined through deep, dynamic service dependencies, which often leads to noisy alerts, ambiguous fault propagation paths, and brittle, manually curated recovery playbooks. To address these issues, we propose GALR, a graph- and LLM-based framework for root cause localization and recovery in microservice-based business middle platforms. GALR first constructs a multimodal service call graph by fusing time-series metrics, structured logs, and trace-derived topology, and employs a GAT-based root cause analysis module with temporal-aware edge attention to model failure propagation. On top of this, an LLM-based node enhancement mechanism infers anomaly, normal, and uncertainty scores from log contexts and injects them into node representations and attention bias terms, improving robustness under noisy or incomplete signals. Finally, GALR integrates a retrieval-augmented LLM agent that retrieves similar historical cases and generates executable recovery strategies, with consistency checking against expert-standard playbooks to ensure safety and reproducibility. Extensive experiments on three representative microservice datasets demonstrate that GALR consistently achieves superior Top-k accuracy and mean reciprocal rank for root cause localization, while the retrieval-augmented agent yields substantially more accurate and actionable recovery plans compared with graph-only and LLM-only baselines, providing a practical closed-loop solution from anomaly perception to recovery execution."
"P33","Generic","A Review of Agentic AI in Cybersecurity: Cognitive Autonomy, Ethical Governance, and Quantum-Resilient Defense","ADABARA, IBRAHIM; Olaniyi Sadiq, Bashir; Nuhu Shuaibu, Aliyu; Ibarahim Danjuma, Yale; Venkateswarlu, Maninti","2025","","F1000Research","14","","","10.12688/f1000research.169337.1","F1000 Research Ltd","AI Threat Mitigation; Agentic Artificial Intelligence; Autonomous Cyber Defense; Cognitive Autonomy; Cybersecurity; Ethical Governance; Quantum-Resilient Systems","Agentic Artificial Intelligence (AAI) refers to autonomous, adaptable, and goal-directed systems capable of proactive decision-making in dynamic environments. These agentic systems extend beyond reactive AI by leveraging cognitive architectures and reinforcement learning to enhance adaptability, resilience, and self-sufficiency in cybersecurity contexts. As cyber threats grow in sophistication and unpredictability, Agentic AI is rapidly becoming a foundational technology for intelligent cyber defense, enabling capabilities such as real-time anomaly detection, predictive threat response, and quantum-resilient protocols. This narrative review synthesizes literature from 2005 to 2025, integrating academic, industry, and policy sources across three thematic pillars: cognitive autonomy, ethical governance, and quantum-resilient defense. The review identifies key advancements in neuromorphic architectures, cross-jurisdictional governance models, and hybrid defense systems that adapt to evolving threat landscapes. It also exposes critical challenges, including dual-use risks, governance interoperability, and preparedness for post-quantum security. This work contributes a multi-dimensional conceptual framework linking governance mechanisms to operational practice, maps resilience strategies across conventional and quantum vectors, and outlines a forward-looking roadmap for secure, ethical, and adaptive deployment of Agentic AI in cybersecurity. The synthesis aims to support policymakers, developers, and security practitioners in navigating the accelerating convergence of autonomy, security, and AI ethics."
"P34","Journal Article","Analysing the role of LLMs in cybersecurity incident management","Jones, Gavin; Kasimatis, Dimitrios; Pitropakis, Nikolaos; Macfarlane, Richard; Buchanan, William J.","2025","2025/12//","International Journal of Information Security","24","6","","10.1007/s10207-025-01144-7","Springer Science and Business Media Deutschland GmbH","AI ethics; Artificial intelligence (AI); Incident response; Large language models (LLMs)","Cybersecurity and artificial intelligence (AI) increasingly intersect as organizations grapple with sophisticated cyber threats and expanding digital landscapes. Incident response teams traditionally rely on structured procedures to identify, manage, and mitigate cyber incidents. Our work explores the effectiveness of generative AI, specifically Large Language Models (LLMs), within cybersecurity, focusing primarily on incident response processes. Experimental evaluations demonstrate that specific LLMs exhibit distinct strengths suitable for different stages of incident management. GPT-4o and GPT-3.5 show high clarity, consistency and coherence, making them appropriate for real-time containment, isolation, eradication and recovery tasks. Conversely, models such as GPT-o1 and GPT-4 offer superior reasoning capabilities and conciseness, better supporting incident preparation, post-incident analysis, vulnerability assessment and training development. Key limitations pertaining to current LLM implementations are identified, particularly token context constraints in addition to a discussion about ethical considerations regarding reliance on AI responses, including potential impacts on workforce skills and organizational security posture."
"P35","Journal Article","Graph-Augmented Multi-Agent Robust Root Cause Analysis in AIOps","Zou, Haodong; Zhao, Yichen; Chen, Xin; Wang, Ling; Yu, Jinghang; Yuan, Long","2026","","Computers, Materials and Continua","88","1","","10.32604/cmc.2026.077908","Tech Science Press","AIOps; Data fusion; anomaly fusion graph","Root cause analysis (RCA), which leverages multi-modal observability data (including metrics, traces, and logs) to identify the fundamental source of system failures, is critical for ensuring the reliability of complex microservice systems. Traditionally, RCA has relied on human engineers to manually correlate these fragmented signals, which is a labor-intensive and error-prone process. Although recent AIOps advancements, particularly those leveraging Large Language Models (LLMs), aim to automate this workflow, they remain constrained by limitations. Existing methods often rely on single-modal data, restricting diagnostic comprehensiveness. Furthermore, approaches that utilize multi-modal data typically depend on simplistic temporal alignment, which fails to capture complex semantic relationships, or directly employ LLMs, which are prone to hallucinations and lack reliability. To address these issues, we propose a novel Graph-Augmented Multi-Agent Framework that synergizes the structural rigor of graph topology with the advanced semantic reasoning capabilities of LLMs. Our approach operates in two distinct phases designed to mimic human expert problem-solving. First, in the Anomaly Fusion Graph Construction phase, we employ a hybrid alignment strategy to bridge the gap between unstructured logs and structured traces. An LLM serves as a “semantic arbitrator” to resolve ambiguities in high-concurrency scenarios, creating a unified knowledge environment where each node is enriched with comprehensive health insights. Second, the Multi-Agent Collaborative Reasoning phase deploys a team of specialized agents to simulate human Site Reliability Engineering (SRE) workflows. A Navigator Agent efficiently guides the search space via calculated fault gradients, while a Diagnoser Agent performs deep semantic analysis. Crucially, a Verifier Agent enforces an Adversarial Validation Protocol to mitigate hallucinations through rigorous counterfactual reasoning. Extensive experiments conducted on five diverse datasets demonstrate the robustness and effectiveness of our approach. The results show that our framework achieves an average F1-score of 88.4%, significantly outperforming state-of-the-art baselines by 4.6%, proving its ability to synthesize multi-modal information into actionable diagnostic insights."
"P37","Journal Article","Empirical Study on Automation, AI Trust, and Framework Readiness in Cybersecurity Incident Response","Falowo, Olufunsho I.; Bou Abdo, Jacques","2026","2026/1//","Algorithms","19","1","","10.3390/a19010062","Multidisciplinary Digital Publishing Institute (MDPI)","AI governance; SOAR; artificial intelligence; automation; cybersecurity frameworks; digital ethics; framework modernization; incident response; survey study; trust in AI","The accelerating integration of artificial intelligence (AI) into cybersecurity operations has introduced new challenges and opportunities for modernizing incident response (IR) practices. This study explores how cybersecurity practitioners perceive the adoption of intelligent automation and the readiness of legacy frameworks to address AI-driven threats. A structured, two-part quantitative survey was conducted among 194 U.S.-based professionals, capturing perceptions on operational effectiveness, trust in autonomous systems, and the adequacy of frameworks such as NIST and SANS. Using binary response formats and psychometric validation items, the study quantified views on AI’s role in reducing mean time to detect and respond, willingness to delegate actions to autonomous agents, and the perceived obsolescence of static playbooks. Findings indicate broad support for the modernization of incident response frameworks to better align with emerging AI capabilities and evolving operational demands. The results reveal a clear demand for modular, adaptive frameworks that integrate AI-specific risk models and decision auditability. These insights provide empirical grounding for the design of next-generation IR models and contribute to the strategic discourse on aligning automation capabilities with ethical, scalable, and operationally effective cybersecurity response."
"P38","Journal Article","Multi-Agent Coordination Strategies vs. Retrieval-Augmented Generation in LLMs: A Comparative Evaluation","Radeva, Irina; Popchev, Ivan; Doukovska, Lyubka; Dimitrova, Miroslava","2025","2025/12//","Electronics (Switzerland)","14","24","","10.3390/electronics14244883","Multidisciplinary Digital Publishing Institute (MDPI)","comparative evaluation; large language models (LLMs); multi-agent coordination strategies; performance evaluation; retrieval-augmented generation (RAG)","This paper evaluates multi-agent coordination strategies against single-agent retrieval-augmented generation (RAG) for open-source language models. Four coordination strategies (collaborative, sequential, competitive, hierarchical) were tested across Mistral 7B, Llama 3.1 8B, and Granite 3.2 8B using 100 domain-specific question–answer pairs (3100 total evaluations). Performance was assessed using Composite Performance Score (CPS) and Threshold-aware CPS (T-CPS), aggregating nine metrics spanning lexical, semantic, and linguistic dimensions. Under the tested conditions, all 28 multi-agent configurations showed degradation relative to single-agent baselines, ranging from −4.4% to −35.3%. Coordination overhead was identified as a primary contributing factor. Llama 3.1 8B tolerated Sequential and Hierarchical coordination with minimal degradation (−4.9% to −5.3%). Mistral 7B with shared context retrieval achieved comparable results. Granite 3.2 8B showed degradation of 14–35% across all strategies. Collaborative coordination exhibited the largest degradation across all models. Study limitations include evaluation on a single domain (agriculture), use of 7–8B parameter models, and homogeneous agent architectures. These findings suggest that single-agent RAG may be preferable for factual question-answering tasks in local deployment scenarios with computational constraints. Future research should explore larger models, heterogeneous agent teams, role-specific prompting, and advanced consensus mechanisms."
"P39","Journal Article","Agentic AI and the Cyber Arms Race","Oesch, Sean; Hutchins, Jack; Austria, Phillipe; Chaulagain, Amul; Michael, James Bret","2025","","Computer","58","5","82-85","10.1109/MC.2025.3544116","IEEE Computer Society","","In this article, we examine the implications for cyberwarfare and global politics as agentic artificial intelligence becomes more powerful and enables the broad proliferation of capabilities only available to the most well-resourced actors today."
"P40","Journal Article","A Comprehensive Survey on LLM-Based Network Management and Operations","Hong, Jibum; Tu, Nguyen Van; Hong, James Won Ki","2025","2025/11//","International Journal of Network Management","35","6","","10.1002/nem.70029","John Wiley and Sons Ltd","","The growing demands for network capacity and the increasing complexities of modern network environments pose significant challenges for effective network management and operations. In response, network operators and administrators are moving beyond traditional manual and rule-based methods, adopting advanced artificial intelligence (AI)-driven paradigms (e.g., self-driving networks, autonomous networks, network automation). Recently, large language models (LLMs) have emerged as a promising AI technology with the potential to revolutionize network management and operations through natural language interaction. In this paper, we provide a comprehensive survey of LLM-based approaches in network management and compare those approaches with existing methods. We identify key advantages of LLM-based approaches, such as their ability to interpret intent and automate complex tasks, as well as limitations, which include hallucinations and domain adaptation challenges. Based on these insights, we outline open technical challenges and propose future research directions to guide the development of LLM-based network management."
